"Gene","Concentration","Database","Category","CellType","Dataset","Source_ID","Gene_Dataset"
"ARL1",568217062.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL1_PXD004352"
"ARL1",229139,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARL1_PXD025174"
"ARL1",26.7216568425,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARL1_PXD040957"
"ARL11",1131684.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL11_PXD004352"
"ARL14EP",57931209.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL14EP_PXD004352"
"ARL14EP",23.6418073275,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARL14EP_PXD040957"
"ARL15",27721571.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL15_PXD004352"
"ARL2",25.47900828,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARL2_PXD040957"
"ARL2BP",149250821.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL2BP_PXD004352"
"ARL2BP",31411,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARL2BP_PXD025174"
"ARL2BP",26.890821945,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARL2BP_PXD040957"
"ARL3",587192812.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL3_PXD004352"
"ARL3",183945,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARL3_PXD025174"
"ARL3",26.2530936675,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARL3_PXD040957"
"ARL4C",10752548.28125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL4C_PXD004352"
"ARL5A",27276537.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL5A_PXD004352"
"ARL5A",22.04895574,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARL5A_PXD040957"
"ARL5B",11321062.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL5B_PXD004352"
"ARL6",24555646.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL6_PXD004352"
"ARL6IP4",349794750,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL6IP4_PXD004352"
"ARL6IP4",27.086920735,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARL6IP4_PXD040957"
"ARL6IP5",4395223437.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL6IP5_PXD004352"
"ARL6IP5",2183445,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARL6IP5_PXD025174"
"ARL6IP5",30.6648470625,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARL6IP5_PXD040957"
"ARL6IP6",75308493.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL6IP6_PXD004352"
"ARL6IP6",45409,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARL6IP6_PXD025174"
"ARL6IP6",22.652296485,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARL6IP6_PXD040957"
"ARL8A",291860000,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL8A_PXD004352"
"ARL8A",18559,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARL8A_PXD025174"
"ARL8A",28.134027845,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARL8A_PXD040957"
"ARL8B",1576390312.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARL8B_PXD004352"
"ARL8B",567516,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARL8B_PXD025174"
"ARL8B",26.641839445,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARL8B_PXD040957"
"ARMC1",386585781.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARMC1_PXD004352"
"ARMC1",43368,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARMC1_PXD025174"
"ARMC1",26.9483002225,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARMC1_PXD040957"
"ARMC10",375753687.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARMC10_PXD004352"
"ARMC10",21431,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARMC10_PXD025174"
"ARMC10",27.690428235,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARMC10_PXD040957"
"ARMC5",245087.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARMC5_PXD004352"
"ARMC6",164075625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARMC6_PXD004352"
"ARMC6",23.886873225,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARMC6_PXD040957"
"ARMC8",753148687.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARMC8_PXD004352"
"ARMC8",18430,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARMC8_PXD025174"
"ARMC8",27.3644602875,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARMC8_PXD040957"
"ARMCX1",31262015.625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARMCX1_PXD004352"
"ARMCX1",23.6652586533333,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARMCX1_PXD040957"
"ARMCX2",15054412.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARMCX2_PXD004352"
"ARMCX2",22.5421127575,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARMCX2_PXD040957"
"ARMCX3",348274062.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARMCX3_PXD004352"
"ARMCX3",12139,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARMCX3_PXD025174"
"ARMCX3",24.890711825,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARMCX3_PXD040957"
"ARNT",141707171.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARNT_PXD004352"
"ARPC1A",294014312.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARPC1A_PXD004352"
"ARPC1A",25.9240360425,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARPC1A_PXD040957"
"ARPC1B",22991346875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARPC1B_PXD004352"
"ARPC1B",1150979,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARPC1B_PXD025174"
"ARPC1B",32.7859334675,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARPC1B_PXD040957"
"ARPC2",27657768750,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARPC2_PXD004352"
"ARPC2",5976295,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARPC2_PXD025174"
"ARPC2",32.88858345,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARPC2_PXD040957"
"ARPC3",10234950000,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARPC3_PXD004352"
"ARPC3",3467244,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARPC3_PXD025174"
"ARPC3",31.360841405,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARPC3_PXD040957"
"ARPC5",8361057812.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARPC5_PXD004352"
"ARPC5",3494758,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARPC5_PXD025174"
"ARPC5",31.1573860775,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARPC5_PXD040957"
"ARPC5L",1946858437.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARPC5L_PXD004352"
"ARPC5L",994241,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARPC5L_PXD025174"
"ARPC5L",28.1315379225,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARPC5L_PXD040957"
"ARPIN",14996616.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARPIN_PXD004352"
"ARPP19",605664375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARPP19_PXD004352"
"ARPP19",25.09828581,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARPP19_PXD040957"
"ARR3",34220318.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARR3_PXD004352"
"ARR3",24.3299222925,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARR3_PXD040957"
"ARRB1",889966906.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARRB1_PXD004352"
"ARRB1",70394,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARRB1_PXD025174"
"ARRB1",28.71402637,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARRB1_PXD040957"
"ARRB2",1313367187.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARRB2_PXD004352"
"ARRB2",192692,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARRB2_PXD025174"
"ARRB2",28.1786481775,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARRB2_PXD040957"
"ARRDC1",104301581.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARRDC1_PXD004352"
"ARSA",504121709.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARSA_PXD004352"
"ARSA",26.2072734375,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ARSA_PXD040957"
"ARSB",23509362.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARSB_PXD004352"
"ARSD",6057950,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARSD_PXD004352"
"ARSK",5611556.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARSK_PXD004352"
"ARTS-1",3261,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ARTS-1_PXD025174"
"ARV1",2581437.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ARV1_PXD004352"
"ASAH1",1681007781.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASAH1_PXD004352"
"ASAH1",97745,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ASAH1_PXD025174"
"ASAH1",29.100270995,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ASAH1_PXD040957"
"ASAP1",449369593.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASAP1_PXD004352"
"ASAP1",3207,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ASAP1_PXD025174"
"ASAP1",26.3186291,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ASAP1_PXD040957"
"ASAP2",7253333.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASAP2_PXD004352"
"ASB2",34818621.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASB2_PXD004352"
"ASB6",17644865.625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASB6_PXD004352"
"ASCC1",372912812.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASCC1_PXD004352"
"ASCC1",21033,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ASCC1_PXD025174"
"ASCC1",25.968606085,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ASCC1_PXD040957"
"ASCC2",546845531.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASCC2_PXD004352"
"ASCC2",23539,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ASCC2_PXD025174"
"ASCC2",26.31960734,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ASCC2_PXD040957"
"ASCC3",1727703125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASCC3_PXD004352"
"ASCC3",21726,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ASCC3_PXD025174"
"ASCC3",28.1495090425,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ASCC3_PXD040957"
"ASF1A",140289737.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASF1A_PXD004352"
"ASF1A",148737,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ASF1A_PXD025174"
"ASF1A",24.7260570966667,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ASF1A_PXD040957"
"ASF1B",219536784.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASF1B_PXD004352"
"ASF1B",40037,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ASF1B_PXD025174"
"ASH2L",1252032187.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASH2L_PXD004352"
"ASH2L",23218,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ASH2L_PXD025174"
"ASH2L",29.0082696625,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ASH2L_PXD040957"
"ASL",233881531.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASL_PXD004352"
"ASL",33644,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ASL_PXD025174"
"ASL",24.5831920225,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ASL_PXD040957"
"ASMTL",783617187.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASMTL_PXD004352"
"ASMTL",133424,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ASMTL_PXD025174"
"ASMTL",26.554996135,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ASMTL_PXD040957"
"ASNA1",1823348125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASNA1_PXD004352"
"ASNA1",440576,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ASNA1_PXD025174"
"ASNA1",28.5228493725,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ASNA1_PXD040957"
"ASNS",2196468187.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASNS_PXD004352"
"ASNS",41307,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ASNS_PXD025174"
"ASNS",23.04853389,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ASNS_PXD040957"
"ASNSD1",159132159.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASNSD1_PXD004352"
"ASPH",93099303.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASPH_PXD004352"
"ASPH",21.22590731,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ASPH_PXD040957"
"ASPHD2",24146993.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASPHD2_PXD004352"
"ASPM",69599189.6875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASPM_PXD004352"
"ASPN",695884.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASPN_PXD004352"
"ASPRV1",3797343.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASPRV1_PXD004352"
"ASPSCR1",434269500,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASPSCR1_PXD004352"
"ASPSCR1",27.45083117,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ASPSCR1_PXD040957"
"ASRGL1",16120543.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASRGL1_PXD004352"
"ASS1",2441103.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASS1_PXD004352"
"ASTE1",12107934.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASTE1_PXD004352"
"ASUN",1032377093.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASUN_PXD004352"
"ASUN",3077,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ASUN_PXD025174"
"ASUN",27.700486665,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ASUN_PXD040957"
"ASXL2",35032362.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ASXL2_PXD004352"
"ATAD1",738642968.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATAD1_PXD004352"
"ATAD1",73471,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATAD1_PXD025174"
"ATAD1",27.548491625,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATAD1_PXD040957"
"ATAD2",1024411093.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATAD2_PXD004352"
"ATAD2",13382,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATAD2_PXD025174"
"ATAD2",23.5745223975,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATAD2_PXD040957"
"ATAD2B",69155050,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATAD2B_PXD004352"
"ATAD3A",3156236250,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATAD3A_PXD004352"
"ATAD3A",212746,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATAD3A_PXD025174"
"ATAD3A",28.94649797,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATAD3A_PXD040957"
"ATAD3B",293749200,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATAD3B_PXD004352"
"ATAD3B",8566,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATAD3B_PXD025174"
"ATAD5",170810153.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATAD5_PXD004352"
"ATAD5",22.8864677525,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATAD5_PXD040957"
"ATAT1",7989018.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATAT1_PXD004352"
"ATE1",191674887.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATE1_PXD004352"
"ATE1",107396,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATE1_PXD025174"
"ATE1",25.842908145,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATE1_PXD040957"
"ATF1",54594781.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATF1_PXD004352"
"ATF1",22.6657304,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATF1_PXD040957"
"ATF2",123955053.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATF2_PXD004352"
"ATF2",31669,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATF2_PXD025174"
"ATF2",24.96009152,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATF2_PXD040957"
"ATF6B",5269696.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATF6B_PXD004352"
"ATF6B",1137,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATF6B_PXD025174"
"ATF7",96595162.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATF7_PXD004352"
"ATF7IP",545830500,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATF7IP_PXD004352"
"ATF7IP",26.001595345,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATF7IP_PXD040957"
"ATF7IP2",52970071.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATF7IP2_PXD004352"
"ATF7IP2",21.138649805,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATF7IP2_PXD040957"
"ATG101",24316156.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG101_PXD004352"
"ATG12",119495440.625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG12_PXD004352"
"ATG12",13466,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATG12_PXD025174"
"ATG12",24.51377586,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATG12_PXD040957"
"ATG13",67091534.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG13_PXD004352"
"ATG13",22.8144280525,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATG13_PXD040957"
"ATG14",23881381.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG14_PXD004352"
"ATG16L1",180903125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG16L1_PXD004352"
"ATG16L1",24.40200506,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATG16L1_PXD040957"
"ATG16L2",418390,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG16L2_PXD004352"
"ATG2A",65774131.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG2A_PXD004352"
"ATG2B",596086718.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG2B_PXD004352"
"ATG2B",24.93482518,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATG2B_PXD040957"
"ATG3",655349375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG3_PXD004352"
"ATG3",65043,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATG3_PXD025174"
"ATG3",27.003237755,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATG3_PXD040957"
"ATG4A",16648346.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG4A_PXD004352"
"ATG4B",196562703.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG4B_PXD004352"
"ATG4B",18482,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATG4B_PXD025174"
"ATG4B",24.4539804475,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATG4B_PXD040957"
"ATG4C",33158209.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG4C_PXD004352"
"ATG5",500511968.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG5_PXD004352"
"ATG5",41883,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATG5_PXD025174"
"ATG5",26.801480335,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATG5_PXD040957"
"ATG7",524590821.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG7_PXD004352"
"ATG7",17516,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATG7_PXD025174"
"ATG7",25.6139518525,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATG7_PXD040957"
"ATG9A",21770021.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATG9A_PXD004352"
"ATHL1",311192218.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATHL1_PXD004352"
"ATHL1",6125,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATHL1_PXD025174"
"ATHL1",26.8682206975,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATHL1_PXD040957"
"ATIC",15945534375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATIC_PXD004352"
"ATIC",32.3062685125,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATIC_PXD040957"
"ATL1",73595793.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATL1_PXD004352"
"ATL2",361428056.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATL2_PXD004352"
"ATL2",7521,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATL2_PXD025174"
"ATL2",25.03186571,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATL2_PXD040957"
"ATL3",3140662500,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ATL3_PXD004352"
"ATL3",165530,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ATL3_PXD025174"
"ATL3",29.12363131,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ATL3_PXD040957"
