"Gene","Database","Category","CellType","Concentration","Dataset"
"MVB12A","ProteomeXchange","CellType","CD8",113303840.625,"PXD004352,PXD040957"
"MVB12B","ProteomeXchange","CellType","CD8",45448218.75,"PXD004352,PXD040957"
"MVD","ProteomeXchange","CellType","CD8",883686843.75,"PXD004352,PXD025174,PXD040957"
"MVK","ProteomeXchange","CellType","CD8",195334737.5,"PXD004352,PXD025174,PXD040957"
"MVP","ProteomeXchange","CellType","CD8",9593666562.5,"PXD004352,PXD025174,PXD040957"
"MX1","ProteomeXchange","CellType","CD8",2985274218.75,"PXD004352,PXD025174,PXD040957"
"MX2","ProteomeXchange","CellType","CD8",1991311062.5,"PXD004352,PXD040957"
"MXD3","ProteomeXchange","CellType","CD8",3890875,"PXD004352"
"MXRA7","ProteomeXchange","CellType","CD8",84008927.8125,"PXD004352,PXD025174,PXD040957"
"MYADM","ProteomeXchange","CellType","CD8",130626906.25,"PXD004352,PXD040957"
"MYBBP1A","ProteomeXchange","CellType","CD8",5390255000,"PXD004352,PXD025174,PXD040957"
"MYC","ProteomeXchange","CellType","CD8",23.36599218,"PXD040957"
"MYCBP","ProteomeXchange","CellType","CD8",686827437.5,"PXD004352,PXD025174,PXD040957"
"MYCBP2","ProteomeXchange","CellType","CD8",1757686562.5,"PXD004352,PXD025174,PXD040957"
"MYCT1","ProteomeXchange","CellType","CD8",4699656.25,"PXD004352"
"MYD88","ProteomeXchange","CellType","CD8",260528625,"PXD004352,PXD025174,PXD040957"
"MYEF2","ProteomeXchange","CellType","CD8",102705250,"PXD004352,PXD025174,PXD040957"
"MYH10","ProteomeXchange","CellType","CD8",464772512.5,"PXD004352,PXD040957"
"MYH11","ProteomeXchange","CellType","CD8",211522759.375,"PXD004352,PXD040957"
"MYH13","ProteomeXchange","CellType","CD8",25.5415894,"PXD040957"
"MYH14","ProteomeXchange","CellType","CD8",1995178062.5,"PXD004352,PXD040957"
"MYH9","ProteomeXchange","CellType","CD8",191081250000,"PXD004352,PXD025174,PXD040957"
"MYL12A","ProteomeXchange","CellType","CD8",15343709375,"PXD004352,PXD025174,PXD040957"
"MYL12B","ProteomeXchange","CellType","CD8",54821140.625,"PXD004352,PXD040957"
"MYL6","ProteomeXchange","CellType","CD8",33.18749661,"PXD040957"
"MYL6B","ProteomeXchange","CellType","CD8",19860812.5,"PXD004352"
"MYL9","ProteomeXchange","CellType","CD8",1994593.75,"PXD004352"
"MYLK","ProteomeXchange","CellType","CD8",425776562.5,"PXD004352"
"MYNN","ProteomeXchange","CellType","CD8",4450562.5,"PXD004352"
"MYO18A","ProteomeXchange","CellType","CD8",3392969375,"PXD004352,PXD040957"
"MYO19","ProteomeXchange","CellType","CD8",44283371.875,"PXD004352"
"MYO1B","ProteomeXchange","CellType","CD8",223214784.375,"PXD004352,PXD040957"
"MYO1C","ProteomeXchange","CellType","CD8",700140528.125,"PXD004352"
"MYO1D","ProteomeXchange","CellType","CD8",133926096.875,"PXD004352,PXD040957"
"MYO1E","ProteomeXchange","CellType","CD8",298214375,"PXD004352,PXD025174"
"MYO1F","ProteomeXchange","CellType","CD8",6597704375,"PXD004352,PXD040957"
"MYO1G","ProteomeXchange","CellType","CD8",24980437500,"PXD004352,PXD025174,PXD040957"
"MYO5A","ProteomeXchange","CellType","CD8",558624687.5,"PXD004352,PXD025174,PXD040957"
"MYO5C","ProteomeXchange","CellType","CD8",204560437.5,"PXD004352"
"MYO6","ProteomeXchange","CellType","CD8",171346562.5,"PXD004352"
"MYO9A","ProteomeXchange","CellType","CD8",62206409.375,"PXD004352"
"MYO9B","ProteomeXchange","CellType","CD8",1767829312.5,"PXD004352,PXD040957"
"MYOF","ProteomeXchange","CellType","CD8",705567187.5,"PXD004352"
"MYOM2","ProteomeXchange","CellType","CD8",46532968.75,"PXD004352"
"MYSM1","ProteomeXchange","CellType","CD8",14150750,"PXD004352,PXD040957"
"MZB1","ProteomeXchange","CellType","CD8",190183865.625,"PXD004352,PXD025174"
"MZT1","ProteomeXchange","CellType","CD8",102780646.875,"PXD004352,PXD040957"
"MZT2A","ProteomeXchange","CellType","CD8",128093.75,"PXD004352,PXD040957"
"MZT2B","ProteomeXchange","CellType","CD8",39224,"PXD025174"
"N4BP1","ProteomeXchange","CellType","CD8",242338725,"PXD004352,PXD025174,PXD040957"
"N4BP2","ProteomeXchange","CellType","CD8",30266793.75,"PXD004352"
"N4BP2L1","ProteomeXchange","CellType","CD8",43850418.75,"PXD004352,PXD040957"
"N4BP2L2","ProteomeXchange","CellType","CD8",27495433.4375,"PXD004352"
"N4BP3","ProteomeXchange","CellType","CD8",26836562.5,"PXD004352,PXD040957"
"N6AMT1","ProteomeXchange","CellType","CD8",23.10092428,"PXD040957"
"N6AMT2","ProteomeXchange","CellType","CD8",3740531.25,"PXD004352"
"NAA10","ProteomeXchange","CellType","CD8",1519206250,"PXD004352,PXD025174,PXD040957"
"NAA15","ProteomeXchange","CellType","CD8",4182872187.5,"PXD004352,PXD040957"
"NAA16","ProteomeXchange","CellType","CD8",236304234.375,"PXD004352,PXD040957"
"NAA20","ProteomeXchange","CellType","CD8",95457937.5,"PXD004352,PXD040957"
"NAA25","ProteomeXchange","CellType","CD8",549200312.5,"PXD004352,PXD025174,PXD040957"
"NAA30","ProteomeXchange","CellType","CD8",117363662.5,"PXD004352,PXD040957"
"NAA35","ProteomeXchange","CellType","CD8",556176875,"PXD004352,PXD025174,PXD040957"
"NAA38","ProteomeXchange","CellType","CD8",33702353.125,"PXD004352,PXD040957"
"NAA40","ProteomeXchange","CellType","CD8",23459381.25,"PXD004352,PXD040957"
"NAA50","ProteomeXchange","CellType","CD8",1551396062.5,"PXD004352,PXD025174,PXD040957"
"NAAA","ProteomeXchange","CellType","CD8",1049442843.75,"PXD004352,PXD025174,PXD040957"
"NAB1","ProteomeXchange","CellType","CD8",438468.75,"PXD004352"
"NAB2","ProteomeXchange","CellType","CD8",100072490.625,"PXD004352,PXD040957"
"NABP1","ProteomeXchange","CellType","CD8",13693071.875,"PXD004352"
"NABP2","ProteomeXchange","CellType","CD8",92124668.75,"PXD004352,PXD040957"
"NACA","ProteomeXchange","CellType","CD8",6089510625,"PXD004352,PXD040957"
"NACC1","ProteomeXchange","CellType","CD8",460913812.5,"PXD004352,PXD040957"
"NACC2","ProteomeXchange","CellType","CD8",2879128.125,"PXD004352"
"NADK","ProteomeXchange","CellType","CD8",137397565.625,"PXD004352"
"NADK2","ProteomeXchange","CellType","CD8",461522818.75,"PXD004352,PXD040957"
"NADSYN1","ProteomeXchange","CellType","CD8",204979678.125,"PXD004352,PXD025174,PXD040957"
"NAE1","ProteomeXchange","CellType","CD8",1769094062.5,"PXD004352,PXD025174,PXD040957"
"NAF1","ProteomeXchange","CellType","CD8",133950653.125,"PXD004352,PXD040957"
"NAGA","ProteomeXchange","CellType","CD8",499726781.25,"PXD004352,PXD025174,PXD040957"
"NAGK","ProteomeXchange","CellType","CD8",1799234375,"PXD004352,PXD025174,PXD040957"
"NAGLU","ProteomeXchange","CellType","CD8",261833837.5,"PXD004352,PXD040957"
"NAGPA","ProteomeXchange","CellType","CD8",23368462.5,"PXD004352,PXD040957"
"NAIF1","ProteomeXchange","CellType","CD8",12077611.25,"PXD004352"
"NAIP","ProteomeXchange","CellType","CD8",75735125,"PXD004352"
"NAMPT","ProteomeXchange","CellType","CD8",6757814062.5,"PXD004352"
"NANP","ProteomeXchange","CellType","CD8",8596852.5,"PXD004352,PXD025174"
"NANS","ProteomeXchange","CellType","CD8",1433465593.75,"PXD004352,PXD040957"
"NAP1L1","ProteomeXchange","CellType","CD8",6479023125,"PXD004352,PXD025174,PXD040957"
"NAP1L4","ProteomeXchange","CellType","CD8",9059831250,"PXD004352,PXD025174"
"NAP1L5","ProteomeXchange","CellType","CD8",13592425,"PXD004352"
"NAPA","ProteomeXchange","CellType","CD8",3654428437.5,"PXD004352,PXD025174,PXD040957"
"NAPB","ProteomeXchange","CellType","CD8",11973130.90625,"PXD004352"
"NAPEPLD","ProteomeXchange","CellType","CD8",1822109.375,"PXD004352"
"NAPG","ProteomeXchange","CellType","CD8",599945937.5,"PXD004352,PXD025174,PXD040957"
"NAPRT","ProteomeXchange","CellType","CD8",776408906.25,"PXD004352,PXD025174"
"NAPRT1","ProteomeXchange","CellType","CD8",28.0062787775,"PXD040957"
"NAPSA","ProteomeXchange","CellType","CD8",335514718.75,"PXD004352,PXD025174"
"NARF","ProteomeXchange","CellType","CD8",39544953.125,"PXD004352"
"NARFL","ProteomeXchange","CellType","CD8",176249312.5,"PXD004352,PXD025174,PXD040957"
"NARG2","ProteomeXchange","CellType","CD8",23.7262935375,"PXD040957"
"NARS","ProteomeXchange","CellType","CD8",3461270625,"PXD004352,PXD025174,PXD040957"
"NARS2","ProteomeXchange","CellType","CD8",345997781.25,"PXD004352,PXD025174,PXD040957"
"NASP","ProteomeXchange","CellType","CD8",7588521875,"PXD004352,PXD025174,PXD040957"
"NAT1","ProteomeXchange","CellType","CD8",93937431.25,"PXD004352,PXD025174,PXD040957"
"NAT10","ProteomeXchange","CellType","CD8",5682431250,"PXD004352,PXD025174,PXD040957"
"NAT14","ProteomeXchange","CellType","CD8",32970075,"PXD004352,PXD040957"
"NAT6","ProteomeXchange","CellType","CD8",42724590.625,"PXD004352"
"NAV1","ProteomeXchange","CellType","CD8",7917726.25,"PXD004352"
"NBAS","ProteomeXchange","CellType","CD8",908820437.5,"PXD004352,PXD025174,PXD040957"
"NBEAL2","ProteomeXchange","CellType","CD8",1492933562.5,"PXD004352,PXD025174,PXD040957"
"NBN","ProteomeXchange","CellType","CD8",513255906.25,"PXD004352,PXD025174,PXD040957"
"NBR1","ProteomeXchange","CellType","CD8",14512906.25,"PXD004352"
"NCALD","ProteomeXchange","CellType","CD8",451704687.5,"PXD004352,PXD025174,PXD040957"
"NCAM1","ProteomeXchange","CellType","CD8",151804828.125,"PXD004352,PXD025174"
"NCAPD2","ProteomeXchange","CellType","CD8",2722437812.5,"PXD004352,PXD025174,PXD040957"
"NCAPD3","ProteomeXchange","CellType","CD8",510093818.75,"PXD004352,PXD025174,PXD040957"
"NCAPG","ProteomeXchange","CellType","CD8",1413914384.375,"PXD004352,PXD025174,PXD040957"
"NCAPG2","ProteomeXchange","CellType","CD8",218102543.75,"PXD004352,PXD025174"
"NCAPH","ProteomeXchange","CellType","CD8",1046979650,"PXD004352,PXD025174,PXD040957"
"NCAPH2","ProteomeXchange","CellType","CD8",40880931.25,"PXD004352,PXD025174,PXD040957"
"NCBP1","ProteomeXchange","CellType","CD8",2796458437.5,"PXD004352,PXD025174,PXD040957"
"NCBP2","ProteomeXchange","CellType","CD8",262546312.5,"PXD004352,PXD040957"
"NCBP2-AS2","ProteomeXchange","CellType","CD8",60937075,"PXD004352"
"NCCRP1","ProteomeXchange","CellType","CD8",2481843.75,"PXD004352"
"NCDN","ProteomeXchange","CellType","CD8",305249593.75,"PXD004352,PXD025174,PXD040957"
"NCEH1","ProteomeXchange","CellType","CD8",305054218.75,"PXD004352,PXD025174,PXD040957"
"NCF1","ProteomeXchange","CellType","CD8",41940328.125,"PXD004352"
"NCF2","ProteomeXchange","CellType","CD8",132517050,"PXD004352"
"NCF4","ProteomeXchange","CellType","CD8",135625768.75,"PXD004352,PXD025174"
"NCK1","ProteomeXchange","CellType","CD8",604279250,"PXD004352,PXD025174,PXD040957"
"NCK2","ProteomeXchange","CellType","CD8",167993215.625,"PXD004352,PXD025174,PXD040957"
"NCKAP1","ProteomeXchange","CellType","CD8",59442725,"PXD004352"
"NCKAP1L","ProteomeXchange","CellType","CD8",3694322500,"PXD004352,PXD025174,PXD040957"
"NCKAP5L","ProteomeXchange","CellType","CD8",18393684.375,"PXD004352"
"NCKIPSD","ProteomeXchange","CellType","CD8",288702187.5,"PXD004352,PXD025174,PXD040957"
"NCL","ProteomeXchange","CellType","CD8",44531034375,"PXD004352,PXD025174,PXD040957"
"NCLN","ProteomeXchange","CellType","CD8",1022530187.5,"PXD004352,PXD025174,PXD040957"
"NCOA1","ProteomeXchange","CellType","CD8",143734187.5,"PXD004352,PXD040957"
"NCOA2","ProteomeXchange","CellType","CD8",133441509.375,"PXD004352,PXD040957"
"NCOA3","ProteomeXchange","CellType","CD8",161302484.375,"PXD004352,PXD040957"
"NCOA4","ProteomeXchange","CellType","CD8",13037776.875,"PXD004352"
"NCOA5","ProteomeXchange","CellType","CD8",749550625,"PXD004352,PXD025174,PXD040957"
"NCOA6","ProteomeXchange","CellType","CD8",84583956.25,"PXD004352,PXD040957"
"NCOA7","ProteomeXchange","CellType","CD8",262826250,"PXD004352,PXD040957"
"NCOR1","ProteomeXchange","CellType","CD8",1287929062.5,"PXD004352,PXD025174,PXD040957"
"NCOR2","ProteomeXchange","CellType","CD8",195160343.75,"PXD004352,PXD040957"
"NCR1","ProteomeXchange","CellType","CD8",20281446.875,"PXD004352"
"NCR2","ProteomeXchange","CellType","CD8",905543.75,"PXD004352"
"NCR3","ProteomeXchange","CellType","CD8",10223215.625,"PXD004352"
"NCS1","ProteomeXchange","CellType","CD8",14743265.625,"PXD004352"
"NCSTN","ProteomeXchange","CellType","CD8",264348500,"PXD004352,PXD025174,PXD040957"
"NDC1","ProteomeXchange","CellType","CD8",469843000,"PXD004352,PXD025174,PXD040957"
"NDC80","ProteomeXchange","CellType","CD8",176997986.25,"PXD004352,PXD040957"
"NDE1","ProteomeXchange","CellType","CD8",284793281.25,"PXD004352,PXD025174,PXD040957"
"NDEL1","ProteomeXchange","CellType","CD8",25.10150379,"PXD040957"
"NDFIP1","ProteomeXchange","CellType","CD8",28545250,"PXD004352,PXD025174"
"NDFIP2","ProteomeXchange","CellType","CD8",8154944.0625,"PXD004352"
"NDNL2","ProteomeXchange","CellType","CD8",117271718.75,"PXD004352,PXD025174,PXD040957"
"NDOR1","ProteomeXchange","CellType","CD8",41024093.75,"PXD004352"
"NDRG1","ProteomeXchange","CellType","CD8",2296412187.5,"PXD004352,PXD040957"
"NDRG2","ProteomeXchange","CellType","CD8",105764278.125,"PXD004352,PXD040957"
"NDRG3","ProteomeXchange","CellType","CD8",988722781.25,"PXD004352,PXD025174,PXD040957"
"NDST1","ProteomeXchange","CellType","CD8",797995293.75,"PXD004352"
"NDST2","ProteomeXchange","CellType","CD8",26320803.125,"PXD004352"
"NDUFA1","ProteomeXchange","CellType","CD8",6417975,"PXD004352"
"NDUFA10","ProteomeXchange","CellType","CD8",2283685312.5,"PXD004352,PXD025174,PXD040957"
"NDUFA11","ProteomeXchange","CellType","CD8",489463437.5,"PXD004352,PXD025174,PXD040957"
"NDUFA12","ProteomeXchange","CellType","CD8",1045667875,"PXD004352,PXD025174,PXD040957"
"NDUFA13","ProteomeXchange","CellType","CD8",2163284062.5,"PXD004352,PXD025174"
"NDUFA2","ProteomeXchange","CellType","CD8",1062926531.25,"PXD004352,PXD025174,PXD040957"
"NDUFA3","ProteomeXchange","CellType","CD8",213833562.5,"PXD004352,PXD040957"
"NDUFA4","ProteomeXchange","CellType","CD8",1572890625,"PXD004352,PXD025174,PXD040957"
"NDUFA5","ProteomeXchange","CellType","CD8",2194739062.5,"PXD004352,PXD025174"
"NDUFA6","ProteomeXchange","CellType","CD8",1472931562.5,"PXD004352,PXD025174,PXD040957"
"NDUFA7","ProteomeXchange","CellType","CD8",1302695000,"PXD004352,PXD025174,PXD040957"
"NDUFA8","ProteomeXchange","CellType","CD8",2436277500,"PXD004352,PXD025174,PXD040957"
"NDUFA9","ProteomeXchange","CellType","CD8",5191107812.5,"PXD004352,PXD025174,PXD040957"
"NDUFAB1","ProteomeXchange","CellType","CD8",2885711875,"PXD004352,PXD025174,PXD040957"
"NDUFAF1","ProteomeXchange","CellType","CD8",72892046.875,"PXD004352,PXD040957"
"NDUFAF2","ProteomeXchange","CellType","CD8",307167875,"PXD004352,PXD025174,PXD040957"
"NDUFAF3","ProteomeXchange","CellType","CD8",394350937.5,"PXD004352,PXD025174,PXD040957"
"NDUFAF4","ProteomeXchange","CellType","CD8",469634093.75,"PXD004352,PXD025174,PXD040957"
"NDUFAF5","ProteomeXchange","CellType","CD8",13401793.75,"PXD004352"
"NDUFAF6","ProteomeXchange","CellType","CD8",69065150,"PXD004352"
"NDUFAF7","ProteomeXchange","CellType","CD8",296728878.125,"PXD004352,PXD025174,PXD040957"
"NDUFB1","ProteomeXchange","CellType","CD8",477762062.5,"PXD004352,PXD040957"
"NDUFB10","ProteomeXchange","CellType","CD8",2067358125,"PXD004352,PXD025174,PXD040957"
"NDUFB11","ProteomeXchange","CellType","CD8",396472187.5,"PXD004352,PXD025174,PXD040957"
"NDUFB2","ProteomeXchange","CellType","CD8",144782200,"PXD004352"
"NDUFB3","ProteomeXchange","CellType","CD8",786614968.75,"PXD004352,PXD025174,PXD040957"
"NDUFB4","ProteomeXchange","CellType","CD8",1448111875,"PXD004352,PXD025174,PXD040957"
"NDUFB5","ProteomeXchange","CellType","CD8",657490625,"PXD004352,PXD025174,PXD040957"
"NDUFB6","ProteomeXchange","CellType","CD8",292095895.3125,"PXD004352,PXD025174,PXD040957"
"NDUFB7","ProteomeXchange","CellType","CD8",417406312.5,"PXD004352,PXD025174,PXD040957"
"NDUFB8","ProteomeXchange","CellType","CD8",521045906.25,"PXD004352,PXD025174,PXD040957"
"NDUFB9","ProteomeXchange","CellType","CD8",1779968125,"PXD004352,PXD025174,PXD040957"
"NDUFC1","ProteomeXchange","CellType","CD8",124556156.25,"PXD004352,PXD040957"
"NDUFC2","ProteomeXchange","CellType","CD8",177312,"PXD025174"
"NDUFS1","ProteomeXchange","CellType","CD8",7206688125,"PXD004352,PXD025174,PXD040957"
"NDUFS2","ProteomeXchange","CellType","CD8",2877801875,"PXD004352,PXD025174,PXD040957"
"NDUFS3","ProteomeXchange","CellType","CD8",2814073750,"PXD004352,PXD040957"
"NDUFS4","ProteomeXchange","CellType","CD8",940775000,"PXD004352,PXD025174,PXD040957"
"NDUFS5","ProteomeXchange","CellType","CD8",909620312.5,"PXD004352,PXD025174,PXD040957"
"NDUFS6","ProteomeXchange","CellType","CD8",1007735625,"PXD004352,PXD025174,PXD040957"
"NDUFS7","ProteomeXchange","CellType","CD8",904833906.25,"PXD004352,PXD025174,PXD040957"
"NDUFS8","ProteomeXchange","CellType","CD8",1341893062.5,"PXD004352,PXD025174,PXD040957"
"NDUFV1","ProteomeXchange","CellType","CD8",3626303125,"PXD004352,PXD025174,PXD040957"
"NDUFV2","ProteomeXchange","CellType","CD8",1878850000,"PXD004352,PXD025174,PXD040957"
"NDUFV3","ProteomeXchange","CellType","CD8",1175591250,"PXD004352,PXD025174,PXD040957"
"NECAP1","ProteomeXchange","CellType","CD8",32622218.75,"PXD004352,PXD025174,PXD040957"
"NECAP2","ProteomeXchange","CellType","CD8",707890593.75,"PXD004352,PXD025174,PXD040957"
"NEDD1","ProteomeXchange","CellType","CD8",240522093.75,"PXD004352,PXD025174,PXD040957"
"NEDD4","ProteomeXchange","CellType","CD8",176238600,"PXD004352"
"NEDD4L","ProteomeXchange","CellType","CD8",22.22055337,"PXD040957"
"NEDD8","ProteomeXchange","CellType","CD8",887078312.5,"PXD004352,PXD025174,PXD040957"
"NEDD8-MDP1","ProteomeXchange","CellType","CD8",574757593.75,"PXD004352"
"NEDD9","ProteomeXchange","CellType","CD8",185322468.75,"PXD004352,PXD025174"
"NEFH","ProteomeXchange","CellType","CD8",23635188.4375,"PXD004352"
"NEFL","ProteomeXchange","CellType","CD8",78980968.75,"PXD004352"
"NEFM","ProteomeXchange","CellType","CD8",21120893.75,"PXD004352"
"NEGR1","ProteomeXchange","CellType","CD8",18444962.5,"PXD004352"
"NEIL1","ProteomeXchange","CellType","CD8",24361756.25,"PXD004352"
"NEIL2","ProteomeXchange","CellType","CD8",23090171.875,"PXD004352,PXD040957"
"NEK1","ProteomeXchange","CellType","CD8",39304261.875,"PXD004352,PXD040957"
"NEK4","ProteomeXchange","CellType","CD8",1045512.5,"PXD004352"
"NEK6","ProteomeXchange","CellType","CD8",12178353.125,"PXD004352"
"NEK7","ProteomeXchange","CellType","CD8",1400824687.5,"PXD004352,PXD025174,PXD040957"
"NEK9","ProteomeXchange","CellType","CD8",2145200625,"PXD004352,PXD025174,PXD040957"
"NELFA","ProteomeXchange","CellType","CD8",1210065437.5,"PXD004352"
"NELFB","ProteomeXchange","CellType","CD8",776392000,"PXD004352,PXD025174,PXD040957"
"NELFCD","ProteomeXchange","CellType","CD8",27.5689440775,"PXD040957"
"NELFE","ProteomeXchange","CellType","CD8",482734875,"PXD004352,PXD040957"
"NELL2","ProteomeXchange","CellType","CD8",22044240.625,"PXD004352,PXD040957"
"NEMF","ProteomeXchange","CellType","CD8",543210562.5,"PXD004352,PXD025174,PXD040957"
"NENF","ProteomeXchange","CellType","CD8",203998259.375,"PXD004352,PXD025174,PXD040957"
"NES","ProteomeXchange","CellType","CD8",33735537.5,"PXD004352"
"NEU1","ProteomeXchange","CellType","CD8",46185978.125,"PXD004352"
"NEU3","ProteomeXchange","CellType","CD8",2335692.1875,"PXD004352"
"NEURL1","ProteomeXchange","CellType","CD8",42584159.375,"PXD004352"
"NEXN","ProteomeXchange","CellType","CD8",18119884.375,"PXD004352"
"NF1","ProteomeXchange","CellType","CD8",102672575,"PXD004352"
"NF2","ProteomeXchange","CellType","CD8",173231365.625,"PXD004352,PXD040957"
"NFAM1","ProteomeXchange","CellType","CD8",8471503.125,"PXD004352"
"NFAT5","ProteomeXchange","CellType","CD8",17397962.5,"PXD004352"
"NFATC1","ProteomeXchange","CellType","CD8",303560159.375,"PXD004352,PXD040957"
"NFATC2","ProteomeXchange","CellType","CD8",2458989062.5,"PXD004352,PXD025174,PXD040957"
"NFATC2IP","ProteomeXchange","CellType","CD8",216800343.75,"PXD004352,PXD025174,PXD040957"
"NFATC3","ProteomeXchange","CellType","CD8",227381906.25,"PXD004352,PXD025174,PXD040957"
"NFE2","ProteomeXchange","CellType","CD8",19026753.125,"PXD004352"
"NFIC","ProteomeXchange","CellType","CD8",194229428.125,"PXD004352,PXD040957"
"NFIL3","ProteomeXchange","CellType","CD8",152465159.375,"PXD004352"
"NFKB1","ProteomeXchange","CellType","CD8",5211085625,"PXD004352,PXD025174,PXD040957"
"NFKB2","ProteomeXchange","CellType","CD8",3797497812.5,"PXD004352,PXD025174,PXD040957"
"NFKBIA","ProteomeXchange","CellType","CD8",25570225,"PXD004352"
"NFKBIB","ProteomeXchange","CellType","CD8",214243656.25,"PXD004352,PXD025174,PXD040957"
"NFKBID","ProteomeXchange","CellType","CD8",1715359.375,"PXD004352"
"NFKBIE","ProteomeXchange","CellType","CD8",71259453.125,"PXD004352,PXD025174,PXD040957"
"NFKBIZ","ProteomeXchange","CellType","CD8",171087.5,"PXD004352"
